Symbol,Path,Description
MGLUW145,BVMF-Equities\MGLUW145,"MGLUE       ON   14,59"
DOLF28P006200E,BVMF-Derivatives\DOLF28P006200E,OPCOES DE DOLAR COMERCIAL
MGLUJ286,BVMF-Equities\MGLUJ286,"MGLU        ON   28,69"
DOLF28C006400,BVMF-Derivatives\DOLF28C006400,OPCOES DE DOLAR COMERCIAL
MGLUK104,BVMF-Equities\MGLUK104,"MGLU        ON    1,04"
DOLF28P006400E,BVMF-Derivatives\DOLF28P006400E,OPCOES DE DOLAR COMERCIAL
MGLUK115,BVMF-Equities\MGLUK115,"MGLUE       ON   11,59"
DOLF28P006300E,BVMF-Derivatives\DOLF28P006300E,OPCOES DE DOLAR COMERCIAL
MGLUK125,BVMF-Equities\MGLUK125,"MGLUE       ON   12,59"
DOLF28C006400E,BVMF-Derivatives\DOLF28C006400E,OPCOES DE DOLAR COMERCIAL
MGLUW134,BVMF-Equities\MGLUW134,"MGLUE       ON    1,34"
DOLF28P006400,BVMF-Derivatives\DOLF28P006400,OPCOES DE DOLAR COMERCIAL
MGLUK140,BVMF-Equities\MGLUK140,"MGLUE       ON   14,09"
DOLF28C006600,BVMF-Derivatives\DOLF28C006600,OPCOES DE DOLAR COMERCIAL
MGLUW39,BVMF-Equities\MGLUW39,"MGLUE       ON    3,99"
DOLF28P006500E,BVMF-Derivatives\DOLF28P006500E,OPCOES DE DOLAR COMERCIAL
MGLUK840,BVMF-Equities\MGLUK840,"MGLU        ON    0,84"
DOLF28C006500E,BVMF-Derivatives\DOLF28C006500E,OPCOES DE DOLAR COMERCIAL
MGLUK940,BVMF-Equities\MGLUK940,"MGLU        ON    0,94"
MGLUK120,BVMF-Equities\MGLUK120,"MGLUE       ON   12,09"
DOLF28C006500,BVMF-Derivatives\DOLF28C006500,OPCOES DE DOLAR COMERCIAL
MGLUW125,BVMF-Equities\MGLUW125,"MGLUE       ON   12,59"
DOLF28P006500,BVMF-Derivatives\DOLF28P006500,OPCOES DE DOLAR COMERCIAL
MGLUV291,BVMF-Equities\MGLUV291,"MGLUE       ON   29,19"
DOLF28C006700E,BVMF-Derivatives\DOLF28C006700E,OPCOES DE DOLAR COMERCIAL
MGLUW840,BVMF-Equities\MGLUW840,"MGLUE       ON    0,84"
DOLF28P006600,BVMF-Derivatives\DOLF28P006600,OPCOES DE DOLAR COMERCIAL
MGLUW140,BVMF-Equities\MGLUW140,"MGLUE       ON   14,09"
DOLF28P006600E,BVMF-Derivatives\DOLF28P006600E,OPCOES DE DOLAR COMERCIAL
MGLUJ140,BVMF-Equities\MGLUJ140,"MGLU        ON    0,14"
DOLF28C006600E,BVMF-Derivatives\DOLF28C006600E,OPCOES DE DOLAR COMERCIAL
MGLUK135,BVMF-Equities\MGLUK135,"MGLUE       ON   13,59"
DOLF28C006700,BVMF-Derivatives\DOLF28C006700,OPCOES DE DOLAR COMERCIAL
MGLUK39,BVMF-Equities\MGLUK39,"MGLUE       ON    3,99"
DOLF28P006700,BVMF-Derivatives\DOLF28P006700,OPCOES DE DOLAR COMERCIAL
LRENJ233E,BVMF-Equities\LRENJ233E,"LREN    /EJ ON   23,15"
DOLF29C005500E,BVMF-Derivatives\DOLF29C005500E,OPCOES DE DOLAR COMERCIAL
MGLUV286,BVMF-Equities\MGLUV286,"MGLUE       ON   28,69"
DOLF29P005500,BVMF-Derivatives\DOLF29P005500,OPCOES DE DOLAR COMERCIAL
MGLUW130,BVMF-Equities\MGLUW130,"MGLUE       ON   13,09"
DOLF28P006700E,BVMF-Derivatives\DOLF28P006700E,OPCOES DE DOLAR COMERCIAL
MGLUW135,BVMF-Equities\MGLUW135,"MGLUE       ON   13,59"
DOLF29C005500,BVMF-Derivatives\DOLF29C005500,OPCOES DE DOLAR COMERCIAL
MGLUW104,BVMF-Equities\MGLUW104,"MGLUE       ON    1,04"
DOLF29C005600,BVMF-Derivatives\DOLF29C005600,OPCOES DE DOLAR COMERCIAL
MGLUJ529E,BVMF-Equities\MGLUJ529E,"MGLU        ON    5,29"
DOLF29P005600,BVMF-Derivatives\DOLF29P005600,OPCOES DE DOLAR COMERCIAL
MGLUX694,BVMF-Equities\MGLUX694,"MGLUE       ON    6,94"
DOLF29C005600E,BVMF-Derivatives\DOLF29C005600E,OPCOES DE DOLAR COMERCIAL
IRBRK510E,BVMF-Equities\IRBRK510E,"IRBR        ON   51,00"
DOLF29P005500E,BVMF-Derivatives\DOLF29P005500E,OPCOES DE DOLAR COMERCIAL
MGLUW115,BVMF-Equities\MGLUW115,"MGLUE       ON   11,59"
DOLF29P005600E,BVMF-Derivatives\DOLF29P005600E,OPCOES DE DOLAR COMERCIAL
LRENJ135E,BVMF-Equities\LRENJ135E,"LREN    /EJ ON   13,33"
DOLF29C005700E,BVMF-Derivatives\DOLF29C005700E,OPCOES DE DOLAR COMERCIAL
LRENJ223E,BVMF-Equities\LRENJ223E,"LREN    /EJ ON   22,15"
DOLF29C005800,BVMF-Derivatives\DOLF29C005800,OPCOES DE DOLAR COMERCIAL
MGLUL934,BVMF-Equities\MGLUL934,"MGLU        ON    9,34"
DOLF29C005700,BVMF-Derivatives\DOLF29C005700,OPCOES DE DOLAR COMERCIAL
MGLUL774,BVMF-Equities\MGLUL774,"MGLU        ON    7,74"
DOLF29P005700E,BVMF-Derivatives\DOLF29P005700E,OPCOES DE DOLAR COMERCIAL
MGLUX594,BVMF-Equities\MGLUX594,"MGLUE       ON    5,94"
DOLF29P005700,BVMF-Derivatives\DOLF29P005700,OPCOES DE DOLAR COMERCIAL
MGLUL954,BVMF-Equities\MGLUL954,"MGLU        ON    9,54"
DOLF29P005800,BVMF-Derivatives\DOLF29P005800,OPCOES DE DOLAR COMERCIAL
MGLUL754,BVMF-Equities\MGLUL754,"MGLU        ON    7,54"
DOLF29C005800E,BVMF-Derivatives\DOLF29C005800E,OPCOES DE DOLAR COMERCIAL
MGLUX884,BVMF-Equities\MGLUX884,"MGLUE       ON    8,84"
DOLF29P005800E,BVMF-Derivatives\DOLF29P005800E,OPCOES DE DOLAR COMERCIAL
MGLUX774,BVMF-Equities\MGLUX774,"MGLUE       ON    7,74"
DOLF29C005900,BVMF-Derivatives\DOLF29C005900,OPCOES DE DOLAR COMERCIAL
MGLUX105,BVMF-Equities\MGLUX105,"MGLUE       ON   10,59"
DOLF29C005900E,BVMF-Derivatives\DOLF29C005900E,OPCOES DE DOLAR COMERCIAL
MGLUL804,BVMF-Equities\MGLUL804,"MGLUE       ON    8,04"
DOLF29P005900,BVMF-Derivatives\DOLF29P005900,OPCOES DE DOLAR COMERCIAL
MGLUL814,BVMF-Equities\MGLUL814,"MGLU        ON    8,14"
DOLF29C006000,BVMF-Derivatives\DOLF29C006000,OPCOES DE DOLAR COMERCIAL
GMCOI787,BVMF-Equities\GMCOI787,"GMCO        DRN  78,60"
DOLF29C006000E,BVMF-Derivatives\DOLF29C006000E,OPCOES DE DOLAR COMERCIAL
MGLUX534,BVMF-Equities\MGLUX534,"MGLUE       ON    5,34"
DOLF29P005900E,BVMF-Derivatives\DOLF29P005900E,OPCOES DE DOLAR COMERCIAL
MGLUX135,BVMF-Equities\MGLUX135,"MGLUE       ON   13,59"
DOLF29P006000,BVMF-Derivatives\DOLF29P006000,OPCOES DE DOLAR COMERCIAL
MGLUX474,BVMF-Equities\MGLUX474,"MGLUE       ON    4,74"
DOLF29C006100E,BVMF-Derivatives\DOLF29C006100E,OPCOES DE DOLAR COMERCIAL
MGLUL514,BVMF-Equities\MGLUL514,"MGLU        ON    5,14"
DOLF29C006100,BVMF-Derivatives\DOLF29C006100,OPCOES DE DOLAR COMERCIAL
MGLUX914,BVMF-Equities\MGLUX914,"MGLUE       ON    9,14"
DOLF29P006100E,BVMF-Derivatives\DOLF29P006100E,OPCOES DE DOLAR COMERCIAL
MGLUL834,BVMF-Equities\MGLUL834,"MGLU        ON    8,34"
DOLF29P006100,BVMF-Derivatives\DOLF29P006100,OPCOES DE DOLAR COMERCIAL
MGLUX714,BVMF-Equities\MGLUX714,"MGLUE       ON    7,14"
DOLF29P006000E,BVMF-Derivatives\DOLF29P006000E,OPCOES DE DOLAR COMERCIAL
MGLUX494,BVMF-Equities\MGLUX494,"MGLUE       ON    4,94"
DOLF29C006200,BVMF-Derivatives\DOLF29C006200,OPCOES DE DOLAR COMERCIAL
MGLUX854,BVMF-Equities\MGLUX854,"MGLUE       ON    8,54"
DOLF29C006300,BVMF-Derivatives\DOLF29C006300,OPCOES DE DOLAR COMERCIAL
MGLUL434,BVMF-Equities\MGLUL434,"MGLU        ON    4,34"
DOLF29C006200E,BVMF-Derivatives\DOLF29C006200E,OPCOES DE DOLAR COMERCIAL
MGLUL824,BVMF-Equities\MGLUL824,"MGLUE       ON    8,24"
DOLF29P006200E,BVMF-Derivatives\DOLF29P006200E,OPCOES DE DOLAR COMERCIAL
MGLUL694,BVMF-Equities\MGLUL694,"MGLU        ON    6,94"
DOLF29P006200,BVMF-Derivatives\DOLF29P006200,OPCOES DE DOLAR COMERCIAL
LRENA178E,BVMF-Equities\LRENA178E,"LREN    /EJ ON   17,65"
DOLF29P006300,BVMF-Derivatives\DOLF29P006300,OPCOES DE DOLAR COMERCIAL
LRENK188E,BVMF-Equities\LRENK188E,"LREN    /EJ ON   18,48"
DOLF29C006300E,BVMF-Derivatives\DOLF29C006300E,OPCOES DE DOLAR COMERCIAL
MGLUX844,BVMF-Equities\MGLUX844,"MGLUE       ON    8,44"
DOLF29C006400,BVMF-Derivatives\DOLF29C006400,OPCOES DE DOLAR COMERCIAL
GMCOV807,BVMF-Equities\GMCOV807,"GMCOE       DRN  80,60"
DOLF29P006300E,BVMF-Derivatives\DOLF29P006300E,OPCOES DE DOLAR COMERCIAL
LRENK191E,BVMF-Equities\LRENK191E,"LREN    /EJ ON   18,98"
DOLF29C006400E,BVMF-Derivatives\DOLF29C006400E,OPCOES DE DOLAR COMERCIAL
MGLUL614,BVMF-Equities\MGLUL614,"MGLU        ON    6,14"
DOLF29C006500,BVMF-Derivatives\DOLF29C006500,OPCOES DE DOLAR COMERCIAL
MGLUL854,BVMF-Equities\MGLUL854,"MGLU        ON    8,54"
DOLF29P006400E,BVMF-Derivatives\DOLF29P006400E,OPCOES DE DOLAR COMERCIAL
GMCOJ807,BVMF-Equities\GMCOJ807,"GMCO        DRN  80,60"
DOLF29P006400,BVMF-Derivatives\DOLF29P006400,OPCOES DE DOLAR COMERCIAL
A1MDV115,BVMF-Equities\A1MDV115,"A1MDE       DRN 115,00"
DOLF29P006500,BVMF-Derivatives\DOLF29P006500,OPCOES DE DOLAR COMERCIAL
MGLUX894,BVMF-Equities\MGLUX894,"MGLUE       ON    8,94"
DOLF29C006500E,BVMF-Derivatives\DOLF29C006500E,OPCOES DE DOLAR COMERCIAL
MGLUX764,BVMF-Equities\MGLUX764,"MGLUE       ON    7,64"
DOLF29P006600E,BVMF-Derivatives\DOLF29P006600E,OPCOES DE DOLAR COMERCIAL
MGLUL554,BVMF-Equities\MGLUL554,"MGLU        ON    5,54"
DOLF29P006600,BVMF-Derivatives\DOLF29P006600,OPCOES DE DOLAR COMERCIAL
MGLUX704,BVMF-Equities\MGLUX704,"MGLUE       ON    7,04"
DOLF29C006600E,BVMF-Derivatives\DOLF29C006600E,OPCOES DE DOLAR COMERCIAL
MGLUL974,BVMF-Equities\MGLUL974,"MGLU        ON    9,74"
DOLF29C006600,BVMF-Derivatives\DOLF29C006600,OPCOES DE DOLAR COMERCIAL
MGLUL634,BVMF-Equities\MGLUL634,"MGLU        ON    6,34"
DOLF29P006500E,BVMF-Derivatives\DOLF29P006500E,OPCOES DE DOLAR COMERCIAL
COCAI613,BVMF-Equities\COCAI613,"COCA    /ED DRN  61,05"
DOLF29C006700,BVMF-Derivatives\DOLF29C006700,OPCOES DE DOLAR COMERCIAL
MGLUX444,BVMF-Equities\MGLUX444,"MGLUE       ON    4,44"
DOLF27C005000,BVMF-Derivatives\DOLF27C005000,OPCOES DE DOLAR COMERCIAL
MGLUL844,BVMF-Equities\MGLUL844,"MGLUE       ON    8,44"
DOLF29C006700E,BVMF-Derivatives\DOLF29C006700E,OPCOES DE DOLAR COMERCIAL
MGLUX484,BVMF-Equities\MGLUX484,"MGLUE       ON    4,84"
DOLF29P006700E,BVMF-Derivatives\DOLF29P006700E,OPCOES DE DOLAR COMERCIAL
MGLUI720W4E,BVMF-Equities\MGLUI720W4E,"MGLU        ON    7,20"
DOLF29P006700,BVMF-Derivatives\DOLF29P006700,OPCOES DE DOLAR COMERCIAL
MGLUX974,BVMF-Equities\MGLUX974,"MGLUE       ON    9,74"
DOLF27C005000E,BVMF-Derivatives\DOLF27C005000E,OPCOES DE DOLAR COMERCIAL
MGLUX654,BVMF-Equities\MGLUX654,"MGLUE       ON    6,54"
DOLF27C005200E,BVMF-Derivatives\DOLF27C005200E,OPCOES DE DOLAR COMERCIAL
MGLUX664,BVMF-Equities\MGLUX664,"MGLUE       ON    6,64"
DOLF27C005200,BVMF-Derivatives\DOLF27C005200,OPCOES DE DOLAR COMERCIAL
MGLUL135,BVMF-Equities\MGLUL135,"MGLU        ON   13,59"
DOLF27P005000E,BVMF-Derivatives\DOLF27P005000E,OPCOES DE DOLAR COMERCIAL
MGLUL764,BVMF-Equities\MGLUL764,"MGLUE       ON    7,64"
DOLF27P005000,BVMF-Derivatives\DOLF27P005000,OPCOES DE DOLAR COMERCIAL
MGLUX734,BVMF-Equities\MGLUX734,"MGLUE       ON    7,34"
DOLF27C005400,BVMF-Derivatives\DOLF27C005400,OPCOES DE DOLAR COMERCIAL
MGLUL644,BVMF-Equities\MGLUL644,"MGLUE       ON    6,44"
DOLF27P005200E,BVMF-Derivatives\DOLF27P005200E,OPCOES DE DOLAR COMERCIAL
MGLUL454,BVMF-Equities\MGLUL454,"MGLU        ON    4,54"
DOLF27P005200,BVMF-Derivatives\DOLF27P005200,OPCOES DE DOLAR COMERCIAL
LRENK203E,BVMF-Equities\LRENK203E,"LREN    /EJ ON   19,98"
DOLF27P005400,BVMF-Derivatives\DOLF27P005400,OPCOES DE DOLAR COMERCIAL
MGLUL674,BVMF-Equities\MGLUL674,"MGLU        ON    6,74"
DOLF27C005400E,BVMF-Derivatives\DOLF27C005400E,OPCOES DE DOLAR COMERCIAL
MGLUX864,BVMF-Equities\MGLUX864,"MGLUE       ON    8,64"
DOLF27P005600,BVMF-Derivatives\DOLF27P005600,OPCOES DE DOLAR COMERCIAL
MGLUK804E,BVMF-Equities\MGLUK804E,"MGLU        ON    8,04"
DOLF27P005600E,BVMF-Derivatives\DOLF27P005600E,OPCOES DE DOLAR COMERCIAL
MGLUL11,BVMF-Equities\MGLUL11,"MGLU        ON   11,09"
DOLF27C005600E,BVMF-Derivatives\DOLF27C005600E,OPCOES DE DOLAR COMERCIAL
MGLUX814,BVMF-Equities\MGLUX814,"MGLUE       ON    8,14"
DOLF27C005600,BVMF-Derivatives\DOLF27C005600,OPCOES DE DOLAR COMERCIAL
MGLUX454,BVMF-Equities\MGLUX454,"MGLUE       ON    4,54"
DOLF27P005400E,BVMF-Derivatives\DOLF27P005400E,OPCOES DE DOLAR COMERCIAL
MGLUL624,BVMF-Equities\MGLUL624,"MGLUE       ON    6,24"
DOLF27P005800,BVMF-Derivatives\DOLF27P005800,OPCOES DE DOLAR COMERCIAL
MGLUX904,BVMF-Equities\MGLUX904,"MGLUE       ON    9,04"
DOLF27C005800E,BVMF-Derivatives\DOLF27C005800E,OPCOES DE DOLAR COMERCIAL
MGLUX644,BVMF-Equities\MGLUX644,"MGLUE       ON    6,44"
DOLF28C011000,BVMF-Derivatives\DOLF28C011000,OPCOES DE DOLAR COMERCIAL
MGLUX514,BVMF-Equities\MGLUX514,"MGLUE       ON    5,14"
DOLF27C005800,BVMF-Derivatives\DOLF27C005800,OPCOES DE DOLAR COMERCIAL
MGLUL444,BVMF-Equities\MGLUL444,"MGLU        ON    4,44"
DOLF27P005800E,BVMF-Derivatives\DOLF27P005800E,OPCOES DE DOLAR COMERCIAL
MGLUK904E,BVMF-Equities\MGLUK904E,"MGLU        ON    9,04"
DOLN27C009700,BVMF-Derivatives\DOLN27C009700,OPCOES DE DOLAR COMERCIAL
MGLUL654,BVMF-Equities\MGLUL654,"MGLU        ON    6,54"
DOLF28P011000E,BVMF-Derivatives\DOLF28P011000E,OPCOES DE DOLAR COMERCIAL
MGLUX634,BVMF-Equities\MGLUX634,"MGLUE       ON    6,34"
DOLF28P011000,BVMF-Derivatives\DOLF28P011000,OPCOES DE DOLAR COMERCIAL
MGLUL664,BVMF-Equities\MGLUL664,"MGLUE       ON    6,64"
DOLF28C011000E,BVMF-Derivatives\DOLF28C011000E,OPCOES DE DOLAR COMERCIAL
MGLUL794,BVMF-Equities\MGLUL794,"MGLU        ON    7,94"
DOLN27C009700E,BVMF-Derivatives\DOLN27C009700E,OPCOES DE DOLAR COMERCIAL
MGLUL594,BVMF-Equities\MGLUL594,"MGLU        ON    5,94"
DOLF29C007500,BVMF-Derivatives\DOLF29C007500,OPCOES DE DOLAR COMERCIAL
MGLUL13,BVMF-Equities\MGLUL13,"MGLU        ON   13,09"
DOLN27P009700E,BVMF-Derivatives\DOLN27P009700E,OPCOES DE DOLAR COMERCIAL
MGLUL464,BVMF-Equities\MGLUL464,"MGLU        ON    4,64"
DOLF29C007500E,BVMF-Derivatives\DOLF29C007500E,OPCOES DE DOLAR COMERCIAL
MGLUL12,BVMF-Equities\MGLUL12,"MGLU        ON   12,09"
DOLF29P007500,BVMF-Derivatives\DOLF29P007500,OPCOES DE DOLAR COMERCIAL
MGLUX434,BVMF-Equities\MGLUX434,"MGLUE       ON    4,34"
DOLN27P009700,BVMF-Derivatives\DOLN27P009700,OPCOES DE DOLAR COMERCIAL
MGLUX614,BVMF-Equities\MGLUX614,"MGLUE       ON    6,14"
DOLN27P005000,BVMF-Derivatives\DOLN27P005000,OPCOES DE DOLAR COMERCIAL
MGLUX874,BVMF-Equities\MGLUX874,"MGLUE       ON    8,74"
DOLN27C005000E,BVMF-Derivatives\DOLN27C005000E,OPCOES DE DOLAR COMERCIAL
MGLUL15,BVMF-Equities\MGLUL15,"MGLU        ON   15,09"
DOLN27P005000E,BVMF-Derivatives\DOLN27P005000E,OPCOES DE DOLAR COMERCIAL
MGLUL874,BVMF-Equities\MGLUL874,"MGLU        ON    8,74"
DOLN27C005000,BVMF-Derivatives\DOLN27C005000,OPCOES DE DOLAR COMERCIAL
MGLUL474,BVMF-Equities\MGLUL474,"MGLU        ON    4,74"
DOLF29P007500E,BVMF-Derivatives\DOLF29P007500E,OPCOES DE DOLAR COMERCIAL
MGLUX804,BVMF-Equities\MGLUX804,"MGLUE       ON    8,04"
DOLN27P005050E,BVMF-Derivatives\DOLN27P005050E,OPCOES DE DOLAR COMERCIAL
MGLUX624,BVMF-Equities\MGLUX624,"MGLUE       ON    6,24"
DOLN27C005050E,BVMF-Derivatives\DOLN27C005050E,OPCOES DE DOLAR COMERCIAL
MGLUX125,BVMF-Equities\MGLUX125,"MGLUE       ON   12,59"
DOLN27C005050,BVMF-Derivatives\DOLN27C005050,OPCOES DE DOLAR COMERCIAL
A1MDJ113,BVMF-Equities\A1MDJ113,"A1MDE       DRN 113,00"
DOLN27C005100,BVMF-Derivatives\DOLN27C005100,OPCOES DE DOLAR COMERCIAL
MGLUL14,BVMF-Equities\MGLUL14,"MGLU        ON   14,09"
DOLN27P005050,BVMF-Derivatives\DOLN27P005050,OPCOES DE DOLAR COMERCIAL
MGLUX15,BVMF-Equities\MGLUX15,"MGLUE       ON   15,09"
DOLN27C005150E,BVMF-Derivatives\DOLN27C005150E,OPCOES DE DOLAR COMERCIAL
MGLUX145,BVMF-Equities\MGLUX145,"MGLUE       ON   14,59"
DOLN27C005150,BVMF-Derivatives\DOLN27C005150,OPCOES DE DOLAR COMERCIAL
MGLUX674,BVMF-Equities\MGLUX674,"MGLUE       ON    6,74"
DOLN27P005100E,BVMF-Derivatives\DOLN27P005100E,OPCOES DE DOLAR COMERCIAL
COCAU613,BVMF-Equities\COCAU613,"COCAE   /ED DRN  61,05"
DOLN27P005100,BVMF-Derivatives\DOLN27P005100,OPCOES DE DOLAR COMERCIAL
MGLUX934,BVMF-Equities\MGLUX934,"MGLUE       ON    9,34"
DOLN27C005100E,BVMF-Derivatives\DOLN27C005100E,OPCOES DE DOLAR COMERCIAL
MGLUX115,BVMF-Equities\MGLUX115,"MGLUE       ON   11,59"
DOLN27C005200E,BVMF-Derivatives\DOLN27C005200E,OPCOES DE DOLAR COMERCIAL
MGLUL574,BVMF-Equities\MGLUL574,"MGLU        ON    5,74"
DOLN27C005200,BVMF-Derivatives\DOLN27C005200,OPCOES DE DOLAR COMERCIAL
MGLUL100,BVMF-Equities\MGLUL100,"MGLU        ON   10,09"
DOLN27P005150E,BVMF-Derivatives\DOLN27P005150E,OPCOES DE DOLAR COMERCIAL
GMCOI807,BVMF-Equities\GMCOI807,"GMCO        DRN  80,60"
DOLN27P005150,BVMF-Derivatives\DOLN27P005150,OPCOES DE DOLAR COMERCIAL
MGLUL704,BVMF-Equities\MGLUL704,"MGLUE       ON    7,04"
DOLN27P005200,BVMF-Derivatives\DOLN27P005200,OPCOES DE DOLAR COMERCIAL
GMCOU807,BVMF-Equities\GMCOU807,"GMCOE       DRN  80,60"
DOLN27C005250,BVMF-Derivatives\DOLN27C005250,OPCOES DE DOLAR COMERCIAL
MGLUL924,BVMF-Equities\MGLUL924,"MGLUE       ON    9,24"
DOLN27P005200E,BVMF-Derivatives\DOLN27P005200E,OPCOES DE DOLAR COMERCIAL
MGLUL914,BVMF-Equities\MGLUL914,"MGLU        ON    9,14"
DOLN27P005250E,BVMF-Derivatives\DOLN27P005250E,OPCOES DE DOLAR COMERCIAL
MGLUX14,BVMF-Equities\MGLUX14,"MGLUE       ON   14,09"
DOLN27P005250,BVMF-Derivatives\DOLN27P005250,OPCOES DE DOLAR COMERCIAL
MGLUX554,BVMF-Equities\MGLUX554,"MGLUE       ON    5,54"
DOLN27C005250E,BVMF-Derivatives\DOLN27C005250E,OPCOES DE DOLAR COMERCIAL
MGLUX754,BVMF-Equities\MGLUX754,"MGLUE       ON    7,54"
DOLN27C005350,BVMF-Derivatives\DOLN27C005350,OPCOES DE DOLAR COMERCIAL
MGLUX824,BVMF-Equities\MGLUX824,"MGLUE       ON    8,24"
DOLN27P005300E,BVMF-Derivatives\DOLN27P005300E,OPCOES DE DOLAR COMERCIAL
MGLUL734,BVMF-Equities\MGLUL734,"MGLU        ON    7,34"
DOLN27C005300,BVMF-Derivatives\DOLN27C005300,OPCOES DE DOLAR COMERCIAL
MGLUL904,BVMF-Equities\MGLUL904,"MGLUE       ON    9,04"
DOLN27P005300,BVMF-Derivatives\DOLN27P005300,OPCOES DE DOLAR COMERCIAL
MGLUK784E,BVMF-Equities\MGLUK784E,"MGLU        ON    7,84"
DOLN27C005300E,BVMF-Derivatives\DOLN27C005300E,OPCOES DE DOLAR COMERCIAL
MGLUX574,BVMF-Equities\MGLUX574,"MGLUE       ON    5,74"
DOLN27P005350,BVMF-Derivatives\DOLN27P005350,OPCOES DE DOLAR COMERCIAL
MGLUX794,BVMF-Equities\MGLUX794,"MGLUE       ON    7,94"
DOLN27C005350E,BVMF-Derivatives\DOLN27C005350E,OPCOES DE DOLAR COMERCIAL
MGLUL884,BVMF-Equities\MGLUL884,"MGLUE       ON    8,84"
DOLN27C005400,BVMF-Derivatives\DOLN27C005400,OPCOES DE DOLAR COMERCIAL
MGLUL155,BVMF-Equities\MGLUL155,"MGLU        ON   15,59"
DOLN27P005350E,BVMF-Derivatives\DOLN27P005350E,OPCOES DE DOLAR COMERCIAL
MGLUL714,BVMF-Equities\MGLUL714,"MGLU        ON    7,14"
DOLN27C005400E,BVMF-Derivatives\DOLN27C005400E,OPCOES DE DOLAR COMERCIAL
MGLUL115,BVMF-Equities\MGLUL115,"MGLU        ON   11,59"
DOLN27P005400,BVMF-Derivatives\DOLN27P005400,OPCOES DE DOLAR COMERCIAL
MGLUL534,BVMF-Equities\MGLUL534,"MGLU        ON    5,34"
DOLN27P005450,BVMF-Derivatives\DOLN27P005450,OPCOES DE DOLAR COMERCIAL
MGLUL125,BVMF-Equities\MGLUL125,"MGLU        ON   12,59"
DOLN27C005450E,BVMF-Derivatives\DOLN27C005450E,OPCOES DE DOLAR COMERCIAL
GMCOU787,BVMF-Equities\GMCOU787,"GMCOE       DRN  78,60"
DOLN27C005450,BVMF-Derivatives\DOLN27C005450,OPCOES DE DOLAR COMERCIAL
MGLUX464,BVMF-Equities\MGLUX464,"MGLUE       ON    4,64"
DOLN27P005400E,BVMF-Derivatives\DOLN27P005400E,OPCOES DE DOLAR COMERCIAL
MGLUJ111E,BVMF-Equities\MGLUJ111E,"MGLU  FM    ON   11,19"
DOLN27P005500,BVMF-Derivatives\DOLN27P005500,OPCOES DE DOLAR COMERCIAL
MGLUX954,BVMF-Equities\MGLUX954,"MGLUE       ON    9,54"
DOLN27P005450E,BVMF-Derivatives\DOLN27P005450E,OPCOES DE DOLAR COMERCIAL
MGLUL744,BVMF-Equities\MGLUL744,"MGLUE       ON    7,44"
DOLN27C005500E,BVMF-Derivatives\DOLN27C005500E,OPCOES DE DOLAR COMERCIAL
MGLUX100,BVMF-Equities\MGLUX100,"MGLUE       ON   10,09"
DOLN27C005500,BVMF-Derivatives\DOLN27C005500,OPCOES DE DOLAR COMERCIAL
MGLUX13,BVMF-Equities\MGLUX13,"MGLUE       ON   13,09"
DOLN27P005500E,BVMF-Derivatives\DOLN27P005500E,OPCOES DE DOLAR COMERCIAL
MGLUL145,BVMF-Equities\MGLUL145,"MGLU        ON   14,59"
DOLN27C005600,BVMF-Derivatives\DOLN27C005600,OPCOES DE DOLAR COMERCIAL
MGLUX11,BVMF-Equities\MGLUX11,"MGLUE       ON   11,09"
DOLN27P005550E,BVMF-Derivatives\DOLN27P005550E,OPCOES DE DOLAR COMERCIAL
MGLUX834,BVMF-Equities\MGLUX834,"MGLUE       ON    8,34"
DOLN27P005550,BVMF-Derivatives\DOLN27P005550,OPCOES DE DOLAR COMERCIAL
MGLUX155,BVMF-Equities\MGLUX155,"MGLUE       ON   15,59"
DOLN27C005550E,BVMF-Derivatives\DOLN27C005550E,OPCOES DE DOLAR COMERCIAL
A1MDJ115,BVMF-Equities\A1MDJ115,"A1MDE       DRN 115,00"
DOLN27C005550,BVMF-Derivatives\DOLN27C005550,OPCOES DE DOLAR COMERCIAL
MGLUL864,BVMF-Equities\MGLUL864,"MGLUE       ON    8,64"
DOLN27C005600E,BVMF-Derivatives\DOLN27C005600E,OPCOES DE DOLAR COMERCIAL
MGLUL894,BVMF-Equities\MGLUL894,"MGLU        ON    8,94"
DOLN27P005600E,BVMF-Derivatives\DOLN27P005600E,OPCOES DE DOLAR COMERCIAL
MGLUX724,BVMF-Equities\MGLUX724,"MGLUE       ON    7,24"
DOLN27P005600,BVMF-Derivatives\DOLN27P005600,OPCOES DE DOLAR COMERCIAL
MGLUX12,BVMF-Equities\MGLUX12,"MGLUE       ON   12,09"
DOLN27C005650E,BVMF-Derivatives\DOLN27C005650E,OPCOES DE DOLAR COMERCIAL
MGLUL484,BVMF-Equities\MGLUL484,"MGLU        ON    4,84"
DOLN27C005650,BVMF-Derivatives\DOLN27C005650,OPCOES DE DOLAR COMERCIAL
MGLUL494,BVMF-Equities\MGLUL494,"MGLU        ON    4,94"
DOLN27P005650E,BVMF-Derivatives\DOLN27P005650E,OPCOES DE DOLAR COMERCIAL
MGLUL724,BVMF-Equities\MGLUL724,"MGLUE       ON    7,24"
DOLN27P005650,BVMF-Derivatives\DOLN27P005650,OPCOES DE DOLAR COMERCIAL
